web_scraper_order,web_scraper_start_url,categories,categories_href,category_name,category_description,category_emoji_list,category_emoji_list_href,emoji,emoji_name,emoji_description
"1573458229-9869","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡
Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","🛍 Shopping Bags","https://emojipedia.org/shopping-bags/","🛍️","️ Shopping Bags","Two colorful shopping bags, as contain consumer items bought at a department store. Depicted as gift bags in various bright colors, patterns, sizes, and positions across platforms. Apple's design, for instance, features a pink bag with light-pink dots in front of a gold bag with yellow stripes.
Commonly used for various content concerning retail shopping, stores, goods, and gifts or presents. May also convey a sense of indulgence or self-care, à la retail therapy.
Microsoft’s design previously featured a bag of groceries and now includes tissue paper.

Shopping Bags was approved as part of Unicode 7.0 in 2014
and added to Emoji 1.0 in 2015."
"1573458316-9910","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","🌇
Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🛄 Baggage Claim","https://emojipedia.org/baggage-claim/","🛄","Baggage Claim","Baggage Claim was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573458931-10207","https://emojipedia.org/","🍔 Food & Drink","https://emojipedia.org/food-drink/","🍔
Food & Drink","Emojis for fruit, vegetables, meals, beverages and utensils.","🍞 Bread","https://emojipedia.org/bread/","🍞","Bread","A loaf of white or wheat bread, as before it is sliced for toast or sandwiches.

Bread was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573458610-10052","https://emojipedia.org/","⚽ Activity","https://emojipedia.org/activity/","⚽
Activity","Emojis for sports, music, the arts, hobbies and other activities.","🎣 Fishing Pole","https://emojipedia.org/fishing-pole-and-fish/","🎣","Fishing Pole","A fishing rod (pole) with a fish caught on the end.

Fishing Pole was approved as part of Unicode 6.0 in 2010
under the name “Fishing Pole and Fish”
and added to Emoji 1.0 in 2015."
"1573459007-10243","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻
Animals & Nature","Emojis for animals, nature, and weather.","🔥 Fire","https://emojipedia.org/fire/","🔥","Fire","A flame, as produced when something is on fire. Depicted as a red, orange, and yellow flickering flame.
Commonly used for various metaphorical expressions related to fire, including the slang hot (“attractive”) and lit (“excellent”).
Snapchat displays 🔥 Fire next to two users who are on a snapstreak, or have been messaging for more than three consecutive days.

Fire was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.



 Copy and paste this emoji:

Copy"
"1573459897-10674","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👆 Backhand Index Pointing Up","https://emojipedia.org/white-up-pointing-backhand-index/","👆","Backhand Index Pointing Up","Index finger pointing upward, showing the back of the hand while doing so.

Backhand Index Pointing Up was approved as part of Unicode 6.0 in 2010
under the name “White Up Pointing Backhand Index”
and added to Emoji 1.0 in 2015."
"1573458840-10163","https://emojipedia.org/","🍔 Food & Drink","https://emojipedia.org/food-drink/","🍔
Food & Drink","Emojis for fruit, vegetables, meals, beverages and utensils.","🍦 Soft Ice Cream","https://emojipedia.org/soft-ice-cream/","🍦","Soft Ice Cream","A swirl of soft-serve ice cream atop a wafer-style cone, white or cream-colored, as vanilla, on most platforms. Facebook’s design suggests strawberry. May be used more generally for ice cream, frozen yogurt, and frozen treats.

Soft Ice Cream was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573459907-10679","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🤟 Love-You Gesture","https://emojipedia.org/i-love-you-hand-sign/","🤟","Love-You Gesture","The gesture for “I love you” in American Sign Language, shown as a raised pinky (little) finger, index finger, and an extended thumb.

Love-You Gesture was approved as part of Unicode 10.0 in 2017
under the name “I Love You Hand Sign”
and added to Emoji 5.0 in 2017."
"1573459104-10290","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻
Animals & Nature","Emojis for animals, nature, and weather.","🍂 Fallen Leaf","https://emojipedia.org/fallen-leaf/","🍂","Fallen Leaf","Leaves, as a have changed color and fallen from a tree in fall/autumn. Depicted as two or three golden-brown, almond-shaped leaves of various sizes, with stems up, as if falling down.
Commonly used to represent the season of fall/autumn, trees, and nature more generally.
Not to be confused with 🍃 Leaf Fluttering in Wind, though their applications may overlap.
Apple’s design previously featured two leaves. Google, Microsoft, Samsung, and Facebook all once featured a single leaf.

Fallen Leaf was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573458540-10019","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","🌇
Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🏜 Desert","https://emojipedia.org/desert/","🏜️","️ Desert","Desert was approved as part of Unicode 7.0 in 2014
and added to Emoji 1.0 in 2015."
"1573459654-10556","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","💂 Guard","https://emojipedia.org/guardsman/","💂","Guard","A British guardsman, known as a foot guard. Wears a tall black hat with a yellow chin-strap. Must look straight ahead at all times, even when tourists attempt to distract them.

Guard was approved as part of Unicode 6.0 in 2010
under the name “Guardsman”
and added to Emoji 1.0 in 2015."
"1573456980-9402","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇨🇵 Flag: Clipperton Island","https://emojipedia.org/flag-for-clipperton-island/","🇨🇵","🇵 Flag: Clipperton Island","The flag for Clipperton Island, which may show as the letters CP on some platforms. Uses the same flag as France.
The Flag: Clipperton Island emoji is a sequence of the 🇨 Regional Indicator Symbol Letter C and 🇵 Regional Indicator Symbol Letter P emojis.
These display as a single emoji on supported platforms.

Flag: Clipperton Island was added to Emoji 1.0 in 2015.


 
Copy and paste this emoji:

Copy"
"1573458507-10003","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","🌇
Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🏩 Love Hotel","https://emojipedia.org/love-hotel/","🏩","Love Hotel","A love hotel is a hotel that can be hired by the hour instead of as accommodation for the evening.
Sometimes mistaken for a get well soon emoji due to the similarity in appearance to the hospital. The Microsoft version of this emoji previously displaying a bed with a heart above it.

Love Hotel was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.
"
"1573457269-9524","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣
Symbols","Heart emojis, clocks, arrows, signs and shapes.","6️⃣ Keycap Digit Six","https://emojipedia.org/keycap-digit-six/","6️⃣","⃣ Keycap Digit Six","The Keycap Digit Six emoji is a sequence of the 6 Digit Six and ⃣ Combining Enclosing Keycap emojis.
These display as a single emoji on supported platforms.

Keycap Digit Six was approved as part of Unicode 3.0 in 1999
and added to Emoji 3.0 in 2016."
"1573458571-10033","https://emojipedia.org/","⚽ Activity","https://emojipedia.org/activity/","⚽
Activity","Emojis for sports, music, the arts, hobbies and other activities.","🎹 Musical Keyboard","https://emojipedia.org/musical-keyboard/","🎹","Musical Keyboard","A small section of a music keyboard, which differs from a computer keyboard.
Showing white and black keys, this keyboard is played by a pianist to make music. Commonly used as a piano emoji.

Musical Keyboard was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573459219-10346","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻
Animals & Nature","Emojis for animals, nature, and weather.","🕊 Dove","https://emojipedia.org/dove-of-peace/","🕊️","️ Dove","A dove carrying an olive branch, a symbol of peace in Western and Judeo-Christian culture. Depicted as a white bird in full profile facing left, flying as it holds a green sprig in its beak.
Commonly used to represent such sentiments as peace, love, hope, and reconciliation.
Microsoft’s dove was previously flying right, without an olive branch.

Dove was approved as part of Unicode 7.0 in 2014
under the name “Dove of Peace”
and added to Emoji 1.0 in 2015."
"1573458398-9950","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","🌇
Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🚛 Articulated Lorry","https://emojipedia.org/articulated-lorry/","🚛","Articulated Lorry","Articulated Lorry was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573458093-9803","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡
Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","📨 Incoming Envelope","https://emojipedia.org/incoming-envelope/","📨","Incoming Envelope","The back of an envelope, shown coming into an inbox or arriving with motion lines.
Commonly used as an icon for an email address. May also represent posting mail or sending messages more generally.
Apple and WhatsApp’s designs include an inbox tray. Microsoft and Facebook’s designs feature a yellow envelope angled forward and trailed by three, blue lines, indicating sending.
Apple’s design previously featured three red motion lines, Microsoft’s a right arrow.

Incoming Envelope was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573458326-9915","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","🌇
Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🎆 Fireworks","https://emojipedia.org/fireworks/","🎆","Fireworks","Firework emoji, showing a explosion of colored light in the night sky, used for any number of celebrations such as New Year's Eve.
Colors vary by platform, and may include pink, purple, yellow, blue, and green.

Fireworks was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573457803-9663","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣
Symbols","Heart emojis, clocks, arrows, signs and shapes.","🕚 Eleven O’Clock","https://emojipedia.org/clock-face-eleven-oclock/","🕚","Eleven O’Clock","Eleven O’Clock was approved as part of Unicode 6.0 in 2010
under the name “Clock Face Eleven O’Clock”
and added to Emoji 1.0 in 2015."
"1573458375-9939","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","🌇
Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🚥 Horizontal Traffic Light","https://emojipedia.org/horizontal-traffic-light/","🚥","Horizontal Traffic Light","A set of red, orange (amber) and green traffic lights, used at intersections. Less common than the vertical traffic light.
Similar in appearance to the traffic light controls in the upper-left of every OS X windows.

Horizontal Traffic Light was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573458198-9854","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡
Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","💻 Laptop","https://emojipedia.org/personal-computer/","💻","Laptop","A laptop personal computer. Depicted as a black or gray device, opened to show a dark or blue screen, keyboard, and touchpad.
Commonly used for various content concerning computer technology, work, and activity.
Previous designs resembled a desktop computer (e.g., iMac) on many platforms, hence its Unicode name of Personal Computer. Apple’s design now resembles a MacBook.

Laptop was approved as part of Unicode 6.0 in 2010
under the name “Personal Computer”
and added to Emoji 1.0 in 2015."
